6.963967496771199706e+01 2.985474645278429762e-10 -3.677620513675705638e-09 -3.127849334702597162e+01 1.397074673927302513e+01 -1.197620313045372420e+01 -3.127849334607667231e+01 -1.397074673892937469e+01 1.197620313296479999e+01 -7.082688274609324708e+00 -6.421825016200699565e-10 1.166552675638254932e-09
-1.427510922320871391e-10 6.964538811151774667e+01 1.180375096452052075e-02 1.396915447684662581e+01 -1.515179367457364989e+01 6.913962962951774927e+00 -1.396915447675077537e+01 -1.515179367457210091e+01 6.913962962902649778e+00 4.691288007485850564e-11 -3.934180076237197454e+01 -1.383972967681895128e+01
-2.016533098566584993e-10 1.956986751335676455e-02 1.400911866198920031e+01 -8.772834157174424163e+00 5.061633302832566628e+00 -4.666565636840910081e+00 8.772834157306075298e+00 5.061633302827754477e+00 -4.666565636909032477e+00 6.999189293839447934e-11 -1.014283647317367532e+01 -4.675987388239249753e+00
-3.126431995565015143e+01 1.394055994915060026e+01 -8.758111027521499281e+00 3.231301750772280457e+01 -1.543924281560347467e+01 9.679608809390849444e+00 -1.803535426771414985e+00 1.304728694929402577e+00 -1.073012367383572530e+00 7.548378746987675081e-01 1.939541715234832375e-01 1.515145855142374931e-01
1.394503280535290024e+01 -1.516284236699507559e+01 5.053925012876200107e+00 -1.543891136674220022e+01 1.448615592498047633e+01 -5.587479982569275805e+00 -1.287045070571155136e+00 1.618299689960892351e+00 -7.925187360333849629e-01 2.780923631960455111e+00 -9.416132479462799854e-01 1.326073705726464880e+00
-1.197555625418480041e+01 6.910594888787425560e+00 -4.668956112042481621e+00 9.689716850713974594e+00 -5.593439297938175514e+00 4.301789672191237202e+00 1.067448859212625001e+00 -7.894874539454523887e-01 1.828271704428029165e-01 1.218390544258172614e+00 -5.276681369037964364e-01 1.843392694084404759e-01
-3.126431995547502396e+01 -1.394055994955964906e+01 8.758111029440250661e+00 -1.803535426512664852e+00 -1.304728694956122759e+00 1.073012366671932449e+00 3.231301750733389611e+01 1.543924281555477407e+01 -9.679608810039624700e+00 7.548378746537849349e-01 -1.939541710390040030e-01 -1.515145860725439775e-01
-1.394503280483002428e+01 -1.516284236755942594e+01 5.053925016112109425e+00 1.287045070718847661e+00 1.618299689969267430e+00 -7.925187372577224831e-01 1.543891136625984828e+01 1.448615592501209903e+01 -5.587479983613750534e+00 -2.780923632148689872e+00 -9.416132474219349735e-01 1.326073704759342498e+00
1.197555625292217485e+01 6.910594888337650232e+00 -4.668956113890688542e+00 -1.067448859145897488e+00 -7.894874536312350699e-01 1.828271712318359221e-01 -9.689716849902874074e+00 -5.593439297561399570e+00 4.301789672543939957e+00 -1.218390543873412390e+00 -5.276681371450266944e-01 1.843392701149102475e-01
-7.111099045489499559e+00 -2.453489911236061971e-10 -3.211467480834784283e-10 7.690287126960474451e-01 2.773249332883432672e+00 1.223569315990915118e+00 7.690287129922575016e-01 -2.773249332575689952e+00 -1.223569315825530079e+00 5.573041619801200497e+00 -6.239300048838103407e-11 1.557607254981663303e-10
-1.046742648475452611e-10 -3.931993652031447084e+01 -1.011964518123519952e+01 1.827133011575917398e-01 -9.525741088018050418e-01 -5.339765558475385587e-01 -1.827133010962925241e-01 -9.525741088165300408e-01 -5.339765558835503079e-01 4.337499921038715091e-11 4.122508473793282491e+01 1.118759829296629960e+01
2.165118125160467028e-10 -1.384075907065612654e+01 -4.671244224966015324e+00 1.505718941733487637e-01 1.321289996507835074e+00 1.819614408720922616e-01 -1.505718943194300219e-01 1.321289996504815045e+00 1.819614409462280702e-01 -7.043068204470174714e-11 1.119817907764347531e+01 4.307321343147695103e+00
