5.036051478786125468e-01 1.371150588902469991e-12 3.498712430882733315e-11
-8.271640884948848359e-13 5.035695962118600377e-01 4.099607801322235900e-05
-1.973835929455114877e-12 3.408012927932479313e-05 3.233175184520007406e-01
-5.679342332225625345e-01 1.155681132282242451e-01 -1.187127288025635607e-02
1.155684901127614905e-01 -4.344712659701964741e-01 6.878852736747376184e-03
-1.785451633148690126e-02 1.031628932036016306e-02 -4.411030262135113844e-01
-5.679342332235599589e-01 -1.155681132257500021e-01 1.187127284799771587e-02
-1.155684901129702402e-01 -4.344712659678419686e-01 6.878852710514138380e-03
1.785451633240925026e-02 1.031628932233184456e-02 -4.411030261837538546e-01
-3.677370250186560163e-01 -3.856498453913559388e-13 7.730704965069890022e-12
-3.065717941671929856e-12 -6.346267197568173923e-01 -1.379862715424451380e-02
3.100021647052372680e-12 -2.066666090196024944e-02 -4.411128673480106954e-01
