#  E0  =     -5.23594143295 [E]
#  V0  =      19.6145469728 [a^3]
#  B0  =     0.642086053877 [E/a^3]
#  B0' =      6.52748277793
1.342927500000000229e+01 -3.360000853686895272e+00
1.356655238693467602e+01 -3.501387882266868257e+00
1.370382977386934975e+01 -3.632874186425328222e+00
1.384110716080402170e+01 -3.755182478618814823e+00
1.397838454773869543e+01 -3.868976283951526263e+00
1.411566193467336916e+01 -3.974865304114228781e+00
1.425293932160804289e+01 -4.073410249265137395e+00
1.439021670854271484e+01 -4.165127195100253310e+00
1.452749409547738857e+01 -4.250491515728938907e+00
1.466477148241206230e+01 -4.329941437160503170e+00
1.480204886934673603e+01 -4.403881251111300799e+00
1.493932625628140798e+01 -4.472684224365786498e+00
1.507660364321608171e+01 -4.536695234988840753e+00
1.521388103015075544e+01 -4.596233163221215889e+00
1.535115841708542916e+01 -4.651593061835168186e+00
1.548843580402010289e+01 -4.703048128031461772e+00
1.562571319095477484e+01 -4.750851496577030098e+00
1.576299057788944857e+01 -4.795237871775828609e+00
1.590026796482412230e+01 -4.836425013999750888e+00
1.603754535175879425e+01 -4.874615094852847719e+00
1.617482273869346798e+01 -4.909995933574434979e+00
1.631210012562814171e+01 -4.942742125983125234e+00
1.644937751256281544e+01 -4.973016076104467942e+00
1.658665489949748917e+01 -5.000968939593039231e+00
1.672393228643216290e+01 -5.026741487140304443e+00
1.686120967336683663e+01 -5.050464895239547225e+00
1.699848706030150680e+01 -5.072261470947024620e+00
1.713576444723618053e+01 -5.092245316624299356e+00
1.727304183417085426e+01 -5.110522940061528629e+00
1.741031922110552799e+01 -5.127193814857667675e+00
1.754759660804020172e+01 -5.142350895464116611e+00
1.768487399497487544e+01 -5.156081090877378870e+00
1.782215138190954917e+01 -5.168465700588424028e+00
1.795942876884422290e+01 -5.179580816056938986e+00
1.809670615577889663e+01 -5.189497690673455566e+00
1.823398354271356681e+01 -5.198283080897610375e+00
1.837126092964824053e+01 -5.205999561013399557e+00
1.850853831658291426e+01 -5.212705813719348491e+00
1.864581570351758799e+01 -5.218456898570325464e+00
1.878309309045226172e+01 -5.223304500106118908e+00
1.892037047738693545e+01 -5.227297157337919664e+00
1.905764786432160918e+01 -5.230480476115387134e+00
1.919492525125627935e+01 -5.232897325762879248e+00
1.933220263819095663e+01 -5.234588021251814993e+00
1.946948002512562681e+01 -5.235590492066041435e+00
1.960675741206030054e+01 -5.235940438817200615e+00
1.974403479899497427e+01 -5.235671478576506388e+00
1.988131218592964800e+01 -5.234815279807005339e+00
2.001858957286432172e+01 -5.233401687705662830e+00
2.015586695979899545e+01 -5.231458840696620705e+00
2.029314434673366918e+01 -5.229013278755092031e+00
2.043042173366833936e+01 -5.226090044185053074e+00
2.056769912060301664e+01 -5.222712775422565734e+00
2.070497650753768681e+01 -5.218903794389788686e+00
2.084225389447236054e+01 -5.214684187882034472e+00
2.097953128140703427e+01 -5.210073883431325825e+00
2.111680866834170800e+01 -5.205091720054249471e+00
2.125408605527638173e+01 -5.199755514259464917e+00
2.139136344221105546e+01 -5.194082121660427376e+00
2.152864082914572919e+01 -5.188087494511736786e+00
2.166591821608039936e+01 -5.181786735462539539e+00
2.180319560301507664e+01 -5.175194147797681055e+00
2.194047298994974682e+01 -5.168323282416315223e+00
2.207775037688442055e+01 -5.161186981778543625e+00
2.221502776381909428e+01 -5.153797421033054604e+00
2.235230515075376800e+01 -5.146166146522536344e+00
2.248958253768844173e+01 -5.138304111848860600e+00
2.262685992462311191e+01 -5.130221711666340667e+00
2.276413731155778919e+01 -5.121928813358842980e+00
2.290141469849245937e+01 -5.113434786745004068e+00
2.303869208542713665e+01 -5.104748531945160650e+00
2.317596947236180682e+01 -5.095878505533834257e+00
2.331324685929648055e+01 -5.086832745092603858e+00
2.345052424623115428e+01 -5.077618892269854634e+00
2.358780163316582801e+01 -5.068244214446291807e+00
2.372507902010050174e+01 -5.058715625097960356e+00
2.386235640703517191e+01 -5.049039702942057062e+00
2.399963379396984919e+01 -5.039222709944729317e+00
2.413691118090451937e+01 -5.029270608264519993e+00
2.427418856783919310e+01 -5.019189076199976896e+00
2.441146595477386683e+01 -5.008983523205120747e+00
2.454874334170854056e+01 -4.998659104032133982e+00
2.468602072864321428e+01 -4.988220732056499074e+00
2.482329811557788801e+01 -4.977673091836057218e+00
2.496057550251256174e+01 -4.967020650951948113e+00
2.509785288944723192e+01 -4.956267671176156853e+00
2.523513027638190920e+01 -4.945418219007360783e+00
2.537240766331657937e+01 -4.934476175614012305e+00
2.550968505025125310e+01 -4.923445246220969018e+00
2.564696243718592683e+01 -4.912328968973588950e+00
2.578423982412060056e+01 -4.901130723310981985e+00
2.592151721105527429e+01 -4.889853737878018691e+00
2.605879459798994446e+01 -4.878501098003774850e+00
2.619607198492462174e+01 -4.867075752772284325e+00
2.633334937185929192e+01 -4.855580521709828901e+00
2.647062675879396920e+01 -4.844018101111398522e+00
2.660790414572863938e+01 -4.832391070027544089e+00
2.674518153266331311e+01 -4.820701895931486902e+00
2.688245891959798684e+01 -4.808952940085077898e+00
2.701973630653266056e+01 -4.797146462621041607e+00
2.715701369346733429e+01 -4.785284627357872189e+00
2.729429108040200447e+01 -4.773369506362666215e+00
2.743156846733668175e+01 -4.761403084276298436e+00
2.756884585427135193e+01 -4.749387262414423105e+00
2.770612324120602921e+01 -4.737323862656944939e+00
2.784340062814069938e+01 -4.725214631137877319e+00
2.798067801507537311e+01 -4.713061241746720142e+00
2.811795540201004684e+01 -4.700865299451866264e+00
2.825523278894472057e+01 -4.688628343455897962e+00
2.839251017587939430e+01 -4.676351850192020265e+00
2.852978756281406447e+01 -4.664037236170370804e+00
2.866706494974874175e+01 -4.651685860682382767e+00
2.880434233668341193e+01 -4.639299028370940547e+00
2.894161972361808921e+01 -4.626877991673550738e+00
2.907889711055275939e+01 -4.614423953145395885e+00
2.921617449748743311e+01 -4.601938067668711163e+00
2.935345188442210684e+01 -4.589421444554508511e+00
2.949072927135677702e+01 -4.576875149542415144e+00
2.962800665829145430e+01 -4.564300206703963525e+00
2.976528404522612448e+01 -4.551697600254455800e+00
2.990256143216080176e+01 -4.539068276278155345e+00
3.003983881909547193e+01 -4.526413144371347563e+00
3.017711620603014921e+01 -4.513733079207509213e+00
3.031439359296481939e+01 -4.501028922028647017e+00
3.045167097989948957e+01 -4.488301482066558989e+00
3.058894836683416685e+01 -4.475551537897643151e+00
3.072622575376883702e+01 -4.462779838734624249e+00
3.086350314070351430e+01 -4.449987105658395947e+00
3.100078052763818448e+01 -4.437174032793025802e+00
3.113805791457286176e+01 -4.424341288426751007e+00
3.127533530150753194e+01 -4.411489516081713802e+00
3.141261268844220922e+01 -4.398619335534940333e+00
3.154989007537687939e+01 -4.385731343793031201e+00
3.168716746231154957e+01 -4.372826116022825005e+00
3.182444484924622685e+01 -4.359904206440219809e+00
3.196172223618089703e+01 -4.346966149159187331e+00
3.209899962311557431e+01 -4.334012459002927642e+00
3.223627701005024448e+01 -4.321043632279030433e+00
3.237355439698492177e+01 -4.308060147520336614e+00
3.251083178391959194e+01 -4.295062466193202866e+00
3.264810917085426922e+01 -4.282051033374696836e+00
3.278538655778893940e+01 -4.269026278400237295e+00
3.292266394472360957e+01 -4.255988615483063953e+00
3.305994133165828686e+01 -4.242938444306885160e+00
3.319721871859295703e+01 -4.229876150592966511e+00
3.333449610552763431e+01 -4.216802106642862924e+00
3.347177349246230449e+01 -4.203716671857938181e+00
3.360905087939698177e+01 -4.190620193236738622e+00
3.374632826633165195e+01 -4.177513005851285044e+00
3.388360565326632923e+01 -4.164395433303211824e+00
3.402088304020099940e+01 -4.151267788160727612e+00
3.415816042713566958e+01 -4.138130372377236910e+00
3.429543781407034686e+01 -4.124983477692498290e+00
3.443271520100501704e+01 -4.111827386017088415e+00
3.456999258793969432e+01 -4.098662369800933902e+00
3.470726997487436449e+01 -4.085488692386649134e+00
3.484454736180904177e+01 -4.072306608348336354e+00
3.498182474874371195e+01 -4.059116363816515971e+00
3.511910213567838213e+01 -4.045918196789810573e+00
3.525637952261305941e+01 -4.032712337433956407e+00
3.539365690954772958e+01 -4.019499008368723203e+00
3.553093429648240686e+01 -4.006278424943250371e+00
3.566821168341707704e+01 -3.993050795500341810e+00
3.580548907035175432e+01 -3.979816321630172737e+00
3.594276645728642450e+01 -3.966575198413889947e+00
3.608004384422110178e+01 -3.953327614657534017e+00
3.621732123115577195e+01 -3.940073753116717370e+00
3.635459861809044213e+01 -3.926813790712430308e+00
3.649187600502511941e+01 -3.913547898738386710e+00
3.662915339195978959e+01 -3.900276243060260217e+00
3.676643077889446687e+01 -3.886998984307137750e+00
3.690370816582913704e+01 -3.873716278055561624e+00
3.704098555276381433e+01 -3.860428275006427157e+00
3.717826293969848450e+01 -3.847135121155087045e+00
3.731554032663316178e+01 -3.833836957954899205e+00
3.745281771356783196e+01 -3.820533922474533828e+00
3.759009510050250213e+01 -3.807226147549267026e+00
3.772737248743717942e+01 -3.793913761926541728e+00
3.786464987437184959e+01 -3.780596890406011656e+00
3.800192726130652687e+01 -3.767275653974293093e+00
3.813920464824119705e+01 -3.753950169934676673e+00
3.827648203517587433e+01 -3.740620552031953316e+00
3.841375942211054451e+01 -3.727286910572604306e+00
3.855103680904522179e+01 -3.713949352540506954e+00
3.868831419597989196e+01 -3.700607981708364580e+00
3.882559158291456214e+01 -3.687262898745012230e+00
3.896286896984923942e+01 -3.673914201318775330e+00
3.910014635678390960e+01 -3.660561984197051810e+00
3.923742374371858688e+01 -3.647206339342229153e+00
3.937470113065325705e+01 -3.633847356004141549e+00
3.951197851758793433e+01 -3.620485120809138202e+00
3.964925590452260451e+01 -3.607119717845959972e+00
3.978653329145728179e+01 -3.593751228748499837e+00
3.992381067839195197e+01 -3.580379732775603063e+00
4.006108806532662214e+01 -3.567005306888004323e+00
4.019836545226129942e+01 -3.553628025822525682e+00
4.033564283919596960e+01 -3.540247962163633577e+00
4.047292022613064688e+01 -3.526865186412455166e+00
4.061019761306531706e+01 -3.513479767053370839e+00
4.074747499999999434e+01 -3.500091770618247278e+00
