8.000941300987099680e+01 -1.614424705032035945e-10 4.654849675115277631e-11 -3.608861852380159974e+01 1.631164077765319931e+01 -1.546596664837828885e-11 -3.608861852364682932e+01 -1.631164077748457686e+01 -1.556758435402321331e-11 -7.832175962422474491e+00 -7.175482430454849236e-12 -1.551494574875127415e-11
5.083905591096460032e-10 8.002078238670050325e+01 1.315382667960707500e-10 1.630847825109872318e+01 -1.725382345370002213e+01 -4.374617488548987839e-11 -1.630847825140745044e+01 -1.725382345364805303e+01 -4.374617488548987839e-11 -1.996952423357612435e-10 -4.551313547935234993e+01 -4.404591702509077347e-11
3.356885902568377513e-10 -6.939976371356237905e-11 -3.537988791912489717e+00 -1.265082760770752657e-10 1.033450408582936575e-11 1.179641602108732368e+00 -1.160714857562084035e-10 -2.218845246426681683e-11 1.179641602108407294e+00 -9.310881846094833983e-11 8.125375372536325358e-11 1.178705587695347390e+00
-3.606559020333227750e+01 1.627302905338905248e+01 -3.466939439697450378e-11 3.588893790928402439e+01 -1.759565418126824810e+01 1.156248034446602480e-11 -1.033294336559327675e+00 1.128529826900995126e+00 1.155135778853955005e-11 1.209946630607577678e+00 1.940953009781989924e-01 1.155555626396892570e-11
1.627091745255342659e+01 -1.727409292106067440e+01 7.209258865975101176e-11 -1.759305246655384991e+01 1.556966345604534929e+01 -2.403173991025872575e-11 -1.103745026210722457e+00 1.974848736429160034e+00 -2.403173991025869990e-11 2.425880040211162658e+00 -2.704192714138131670e-01 -2.402910883923362488e-11
4.945301737557805666e-10 -1.224904899732592867e-10 1.178463253936010036e+00 -1.465089993768486920e-10 3.691077304912582235e-11 -3.923268784159034683e-01 -1.885055167516469510e-10 2.770575088795190766e-11 -3.933965906562062465e-01 -1.595154350405789123e-10 5.787423318359685709e-11 -3.927397848638992661e-01
-3.606559020330992382e+01 -1.627302905300117430e+01 2.280560969435535063e-10 -1.033294336583965078e+00 -1.128529827033617483e+00 -7.597982558513345289e-11 3.588893790930190164e+01 1.759565418115022339e+01 -7.606354874211829540e-11 1.209946630591957506e+00 -1.940953011154250007e-01 -7.601272261630149950e-11
-1.627091745325270011e+01 -1.727409292005482655e+01 -1.879491694629272221e-11 1.103745026562620080e+00 1.974848736057460030e+00 6.275535501020999736e-12 1.759305246667692657e+01 1.556966345568867638e+01 6.275535501020999736e-12 -2.425880039986859860e+00 -2.704192716912968142e-01 6.243845944250650841e-12
4.354575033893581804e-10 1.918002423551001812e-10 1.178463253875289940e+00 -1.402025162633435684e-10 -6.656999951282216443e-11 -3.933965906359699893e-01 -1.491955170518366458e-10 -6.497960156059967574e-11 -3.923268783956289640e-01 -1.460593799769774326e-10 -6.025049903435331089e-11 -3.927397848436904870e-01
-7.877994349746424874e+00 -1.026397300485371034e-10 8.300556345068325356e-11 1.232886285221792555e+00 2.412577283368557701e+00 -2.766953265677332306e-11 1.232886285279080063e+00 -2.412577283271187589e+00 -2.766968486083784687e-11 5.412221779245550479e+00 5.270506253651774387e-12 -2.766634593307230334e-11
1.281504850168102297e-10 -4.547274741434448231e+01 1.989473259112664644e-10 1.808476742677783133e-01 -2.906199896021837703e-01 -6.623967602971475991e-11 -1.808476743535485098e-01 -2.906199896027212848e-01 -6.623967602971475991e-11 -4.237948991244572026e-11 4.605398739354937732e+01 -6.646797385183750031e-11
4.251378895847849317e-11 1.657512460617738270e-10 1.180547328318985123e+00 -1.618274958481435988e-11 -4.870774616971829118e-11 -3.937464403857752759e-01 -1.409500294258236863e-11 -5.205775047145699830e-11 -3.937464403859162188e-01 -1.223599763678979902e-11 -6.498573901225768168e-11 -3.930544475472944610e-01
