5.804619863986224537e-01 3.092500214241233891e-13 -7.877700165491911609e-13
-1.184173393888687586e-12 5.803489328537450032e-01 4.721122878348974198e-14
1.211303416070495881e-14 2.942849956777404685e-12 4.463820024938495168e-01
-6.072729293419324437e-01 1.393111982185145092e-01 3.502966282480005091e-13
1.393316360896342532e-01 -4.463509456384004981e-01 5.746374897518094131e-13
-2.764349255686589235e-12 2.148498393084175007e-13 -4.821385418489350094e-01
-6.072729293406999851e-01 -1.393111982180547659e-01 -6.802118071501284300e-13
-1.393316360834844780e-01 -4.463509456380819751e-01 -2.147723584170234489e-13
2.825816498657450493e-12 -2.410749551373658761e-13 -4.821385418482137530e-01
-3.659162614657059942e-01 4.937005665395233223e-13 -9.594594544902551089e-14
2.821200074979777067e-12 -6.876472773231849800e-01 5.484476740166774312e-14
-2.730168850762730006e-12 8.837501043468254380e-13 -4.821076424650607706e-01
